	Employer	JobID	KeywordCount	KeywordList	Location	Relocate	RemoteWork	Title	TitleDetails	TitleFeatures	dataScienceJob
165	Carmudi	86236	5	['objective c', 'cocoa', 'xcode', 'sdk', 'git']	Berlin, Germany	no	no	iOS Mobile Developer		['development', 'ios']	yes
166	BitGo	87883	5	['bitcoin', 'javascript', 'mongodb', 'scalability', 'security']	Palo Alto, CA	no	no	Software Engineer	Backend	['engineer', 'software']	yes
167	Delivery_Hero	85568	5	['salesforce', 'apex', 'soap', 'rest', 'triggers']	Berlin, Germany	no	no	Junior Salesforce Developer	m/f	['development', 'junior']	yes
168	Kajeka_Limited	87049	5	['c++11', 'qt', 'opengl', 'multithreading', 'graph visualization']	Roslin, UK	no	no	Senior Software Engineer for Data Visualisation		['data', 'engineer', 'senior', 'software']	yes
169	Corona_Environmental_Consulting	85129	5	['javascript', 'html5', 'jquery', 'angularjs', 'ember.js']	Scituate, MA	no	yes	Senior UI Developer	JavaScript	['development', 'senior']	yes
170	Loblaw_Digital	51857	5	['java', 'javascript', 'html', 'hybris', 'spring']	Toronto, ON, Canada	yes	no	Senior eCommerce Software Engineer at Canada's Largest Retailer!		['engineer', 'senior', 'software']	yes
171	SweetRush	88271	5	['ruby', 'ruby on rails', 'tdd', 'rspec', 'command line']	San Jose, Costa Rica	no	yes	DevOps		['development', 'operations']	yes
172	BitGo	87885	5	['bitcoin', 'software design', 'rest', 'security', 'cryptography']	Palo Alto, CA	no	no	Software Engineer	Platform/API	['engineer', 'software']	yes
173	Escalada	86905	5	['android', 'engineer', 'java', 'software', 'development']	Amsterdam, Netherlands	no	no	Software Engineer  Android		['android', 'engineer', 'software']	yes
174	BitGo	87884	5	['bitcoin', 'javascript', 'angularjs', 'html', 'css']	Palo Alto, CA	no	no	Software Engineer	Frontend	['engineer', 'software']	yes
175	Clevertech	87169	1	['java']	New York, NY	no	yes	Seriously Amazing Java Leader		['java']	yes
176	Clevertech	86028	2	['ios', 'objective c']	New York, NY	no	yes	Passionate iOS Developer		['development', 'ios']	yes
177	Project_A_Ventures	87106	5	['postgresql', 'mondrian', 'mdx', 'php', 'java']	Berlin, Deutschland	no	no	Data Engineer	m/f	['data', 'engineer']	yes
178	Westwing_Home_Living	65076	5	['php', 'python', 'mysql', 'sql', 'tableau']	Mnchen, Deutschland	no	no	Head of Data Warehouse Development	m/f	['data', 'development', 'head', 'warehouse']	yes
179	Ontario_Institute_for_Cancer_Research	85823	5	['xsd', 'docker', 'amazon s3', 'bigdata', 'keystone']	Toronto, ON, Canada	no	no	Senior Software Developer	Build a large-scale cloud to improve cancer research	['cloud', 'development', 'research', 'senior', 'software']	yes
180	mPortal	85790	3	['ios', 'objective c', 'agile']	Philadelphia, PA	no	no	Lead iOS Developer	Philadelphia	['development', 'ios', 'lead']	yes
181	Wargaming_ChicagoBaltimore	78857	3	['python', 'django', 'web services']	Chicago, IL	no	no	Python Developer		['development', 'python']	yes
182	ROBLOX	87463	5	['windows', 'linux', 'redhat', 'database', 'automation']	San Mateo, CA	yes	no	Data Center Operations Engineer		['data', 'engineer', 'operations']	yes
183	Coolblue	85100	5	['business intelligence', 'ssis', 'web services', 'ssas', 'olap']	Rotterdam, Netherlands	yes	no	Lead ETL Developer		['development', 'etl', 'lead']	yes
184	Memorial_Sloan_Kettering_Cancer_Center	86792	5	['python', 'java', 'solr', 'elasticsearch', 'lucene']	New York, NY	no	no	Search Engineer / Software Engineer		['engineer', 'search', 'software']	yes
185	OmniTI_Computer_Consulting	86801	6	['postgresql', 'mysql', 'database replication', 'unix', 'linux', 'sysadmin']	Fulton, MD	yes	yes	Database Administrator		['administrator', 'database']	yes
186	INRIX	49525	5	['nosql', 'hadoop', 'analytics', 'azure', 'saas']	Kirkland, WA	no	no	Software Developer	All Levels	['development', 'software']	yes
187	Navisite	82394	2	['agile', 'sdlc']	Syracuse, NY	no	no	Sr. Manager	Software Application Development	['development', 'manager', 'senior', 'software']	yes
188	Dassault_Systemes_3DExcite	88000	5	['.net', 'c#', 'ms', 'sql', 'uml']	Mnchen, Deutschland	no	no	Professional Developer	m/f - Cloud Solutions	['cloud', 'development']	yes
189	InsideTrack	87862	3	['tsql', 'tableau', 'r']	Portland, OR	no	no	Senior Analyst		['analyst', 'senior']	yes
190	iQagent	76855	5	['sql server', 'asp.net', 'xaml', '.net', 'jscript']	Alpharetta, GA	yes	no	Software Engineer / Developer		['development', 'engineer', 'software']	yes
191	Sapio_Sciences	83304	5	['java', 'rmi', 'j2se', 'sql', 'architecture']	York, PA	yes	no	Must Love Dogs	Senior Software Architect/Engineer	['architect', 'engineer', 'senior', 'software']	yes
192	Authorit_Software_Corporation	81772	6	['windows', 'linux', 'amazon web services', 'saas', 'vmware', 'sysadmin']	Seattle, WA	no	no	Senior Systems Engineer		['engineer', 'senior']	yes
193	Pacesetter_Directional_Drilling	87464	5	['ruby on rails', 'asp.net', 'github', 'teamcity', 'azure']	Calgary, AB, Canada	no	no	Lead Software Developer		['development', 'lead', 'software']	yes
194	Trackmax_Solutions	81117	0	[]	Cape Coral, FL	yes	yes	Lead Software Engineer		['engineer', 'lead', 'software']	yes
195	Klarna	78488	5	['java', 'dropwizard', 'riak', 'tdd', 'continuous delivery']	Stockholm, Sweden	yes	no	Software Engineer	Java	['engineer', 'java', 'software']	yes
196	MediaMath	87560	4	['php', 'symfony 1.4', 'mongodb', 'mysql']	London, UK	no	no	Badly Dressed PHP Developer		['development', 'php']	yes
197	Videoplaza	86289	5	['java', 'cassandra', 'apache kafka', 'hadoop', 'bigdata']	Stockholm, Sweden	yes	no	Senior Software Engineer	Data	['data', 'engineer', 'senior', 'software']	yes
198	RapidSOS	87717	4	['ios', 'xcode', 'objective c', 'android']	New York, NY	no	no	iOS or Android Developer		['android', 'development', 'ios']	yes
199	Solita_Oy	87917	5	['c#', '.net', 'episerver', 'linq', 'functional programming']	Helsinki, Finland	no	no	Happy Software Developer / Architect	C#,.NET, EPiServer	['architect', 'development', 'software']	yes
200	Deluxe_Corporation	86966	2	['sharepoint', 'pci dss']	Shoreview, MN	no	no	Senior Governance and Compliance Analyst		['analyst', 'senior']	yes
201	EchoStar	79160	5	['python', 'django', 'linux', 'mysql', 'elementtree']	Superior, CO	yes	no	Sr Python Developer		['development', 'python', 'senior']	yes
202	EchoStar	72261	5	['ruby on rails', 'rest', 'linux', 'sql', 'mysql']	Superior, CO	yes	no	Senior Back-end ROR	Ruby on Rails developer	['back_end', 'development', 'senior']	yes
203	Sling_TV	78895	5	['android', 'c', 'c++', 'java', 'qt']	American Fork, UT	no	no	Android Developer	Sling TV	['android', 'development']	yes
204	Sling_TV	78898	4	['jquery', 'angularjs', 'javascript', 'prototype']	American Fork, UT	no	no	JavaScript Developer	Sling TV	['development', 'javascript']	yes
205	Sling_Media	72547	5	['html5', 'javascript', 'json', 'twitter bootstrap', 'css']	Foster City, CA	no	no	Seeking Front-End SW Engr To Help Us Create Experiences For The Digital Consumer		['front_end', 'software']	yes
206	VONQ	86013	4	['developer', 'software', 'it', 'development']	Rotterdam, Nederland	no	no	DevOps Engineer		['development', 'engineer', 'operations']	yes
207	TravelBird	86145	5	['pentaho', 'talend', 'informatica', 'informatica powercenter', 'kettle']	Amsterdam, Netherlands	yes	no	ETL/DWH Developer		['development', 'etl']	yes
208	EchoStar	79161	5	['sql', 'ssrs', 'ssis', 'ssas', 'schema']	Superior, CO	no	no	Sr SQL Server Developer		['development', 'senior', 'sql']	yes
209	Elon_University	86186	5	['c#', 'asp.net', 'jquery', 'sql', 'asp.net mvc']	Elon, NC	no	no	Web Applications Developer		['development', 'web']	yes
210	EchoStar	85251	6	['bash', 'system administration', 'video streaming', 'video encoding', 'linux', 'sysadmin']	American Fork, UT	no	no	Linux System Administrator	Sling TV	['administrator', 'linux']	yes
211	Newtopia	87698	4	['amazon web services', 'linux', 'jenkins', 'salt stack']	Toronto, ON, Canada	no	no	DevOps Engineer	Growing HealthTech Company	['development', 'engineer', 'operations']	yes
212	Kajeka_Limited	87056	5	['c++11', 'qt', 'opengl', 'multithreading', 'graph visualization']	Roslin, UK	no	no	Junior Software Engineer for Data Visualisation		['data', 'engineer', 'junior', 'software']	yes
213	Clinical_Data_Solutions	82851	5	['javascript', 'angularjs', 'node.js', 'django', 'python']	Deerfield, IL	no	no	Javascript Developer at Established Healthcare Software Company		['development', 'javascript', 'software']	yes
214	FiscalNote	77067	5	['javascript', 'ember.js', 'html', 'css3', 'jquery']	Washington, DC	yes	yes	Front-End JavaScript Engineer @ high-growth DC startup FiscalNote		['engineer', 'front_end', 'javascript', 'startup']	yes
215	Zahir_Internasional	82307	5	['c#', 'html', 'mobile', 'android', 'ios']	Kota Jakarta Selatan, Republic of Indonesia	no	no	Front End Programmer / Developer		['development', 'front_end', 'programmer']	yes
216	ImproMed	85116	4	['c#', 'relational database', 'sql', 'agile']	Oshkosh, WI	no	no	Software Engineer  2015-IMP-012		['engineer', 'software']	yes
217	Sonian	84101	5	['chef', 'elasticsearch', 'amazon web services', 'postgresql', 'mahout']	Dedham, MA	no	yes	Software Engineer Analytics		['analytics', 'engineer', 'software']	yes
218	Smaato	83875	5	['javascript', 'angularjs', 'html5', 'css3', 'frontend']	Hamburg, Deutschland	yes	no	Senior JavaScript Developer f/m		['development', 'javascript', 'senior']	yes
219	Rosen_Aviation	84586	6	['vb.net', 'c++', 'ms access', 'sharepoint 2010', 'sql server 2008', 'sysadmin']	Eugene, OR	yes	no	ERP/Business Applications Software Developer	entry level	['development', 'software']	yes
220	StatusPage	87692	5	['ruby on rails', 'go', 'backend', 'javascript', 'devops']	Denver, CO	yes	no	Senior Full Stack Rails Engineer		['engineer', 'full_stack', 'ruby', 'senior']	yes
221	LendingHome	87581	5	['ruby on rails', 'postgresql', 'redis', 'resque', 'haml']	San Francisco, CA	no	no	Senior Rails Engineer		['engineer', 'ruby', 'senior']	yes
222	Machinima	87186	5	['ruby on rails', 'javascript', 'html5', 'api', 'development']	West Hollywood, CA	yes	no	Software Engineer		['engineer', 'software']	yes
223	Republic_Wireless	86043	5	['java', 'c++', 'linux', 'android', 'mobile']	Raleigh, NC	yes	yes	Senior Mobile Software Engineer		['engineer', 'senior', 'software']	yes
224	Global_Blue	84180	4	['sysadmin', 'firewall', 'networking', 'automation']	Singapore	no	no	Senior Datacenter Security & Network Engineer		['engineer', 'network', 'security', 'senior']	yes
225	Autodesk	87030	5	['cloud', 'web', 'automated tests', 'mobile', 'agile']	Potsdam, Germany	yes	no	Software Development Engineer	Cloud/Web/Mobile/Social	['cloud', 'development', 'engineer', 'software', 'web']	yes
226	Westwing_Home_Living	85572	4	['php', 'ruby', 'python', 'mysql']	Mnchen, Deutschland	no	no	Head of Systems Engineering	m/f	['engineer', 'head']	yes
227	Zoover_en_Weeronlinenl	86005	0	[]	Zeist, Nederland	no	no	Mobile Developer iOS		['development', 'ios']	yes
228	Questback	73866	3	['mysql', 'php', 'zend framework']	Kln, Deutschland	no	no	Developer Backend am Standort Kln		['back_end', 'development']	yes
229	Amazon	87489	3	['sde', 'experience', 'video']	Seattle, WA	yes	no	SDE	Instant Video: Machine Learning, Mobile, Web, and Distributed Systems	['machine_learning', 'web']	yes
230	Stevens_Capital_Management	87332	4	['c++', 'linux', 'multithreading', 'tcp ip']	Wayne, PA	no	no	C++ Market Data Feeds Developer		['data', 'development']	yes
231	Amazon	87506	1	['see']	Seattle, WA	yes	no	Software Development Engineer, Customer Interests	Big Data, NLP, Data Mining, Ontologies	['data', 'development', 'engineer', 'software']	yes
232	Pindrop_Security	83121	5	['python', 'c++', 'linux', 'mysql', 'agile']	Atlanta, GA	yes	no	Software Engineer	Python	['engineer', 'software']	yes
233	Nodious	83859	5	['machine learning', 'java', 'python', 'c++', 'linux']	Burlingame, CA	no	no	Technical Co-Founder / Founding Engineer		['engineer', 'technical']	yes
234	Tradeweb	84018	3	['javascript', 'html5', 'css3']	Jersey City, NJ	no	no	Web Developer	JC	['development', 'web']	yes
235	StarApple	86224	5	['php', 'symfony2', 'javascript', 'html', 'css']	Rotterdam, Nederland	no	no	TDD	Symfony2, Scala voor Technische Startup. We zoeken 5 Medior PHP Developers!	['development', 'php', 'scala', 'startup']	yes
236	Tradeweb	84015	1	['c++']	Jersey City, NJ	no	no	Capacity Testing Engineer		['engineer', 'test']	yes
237	Onefootball	84716	5	['android', 'java', 'c++', 'c#', 'json']	Berlin, Deutschland	no	no	Senior Android Engineer		['android', 'engineer', 'senior']	yes
238	Global_Legal_Entity_Identifier_Foundation	86864	5	['html', 'xml', 'css', 'javascript', 'adobe captivate']	Frankfurt am Main, Deutschland	no	no	Technical Writer		['technical']	yes
239	Syntactx	80834	5	['c#', 'asp.net mvc', 'javascript', 'sql server', 'azure']	New York, NY	no	no	Full Stack Software Engineer		['engineer', 'full_stack', 'software']	yes
240	SeeByte	85591	6	['jenkins', 'sonarqube', 'continuous delivery', 'shell', 'testing', 'sysadmin']	Edinburgh, UK	no	no	IT/Software Test Infrastructure Admin		['infrastructure', 'software', 'test']	yes
241	thePlatform	81378	5	['java', 'ruby', 'linux', 'amazon web services', 'chef']	Seattle, WA	no	no	DevOps SDET		['development', 'operations']	yes
242	thePlatform	81382	5	['java', 'spring', 'hibernate', 'mysql', 'sql']	Seattle, WA	no	no	Java Manager Software Engineering		['engineer', 'java', 'manager', 'software']	yes
243	The_Black_Tux	86624	5	['python', 'django', 'javascript', 'mysql', 'linux']	Santa Monica, CA	no	no	Senior Software Engineer	Python	['engineer', 'python', 'senior', 'software']	yes
244	thePlatform	82822	5	['java', 'junit', 'testng', 'rest', 'linux']	Seattle, WA	no	no	SDET	Test Infrastructure Team	['infrastructure', 'test']	yes
245	California_State_University	86157	4	['oracle', 'tableau', 'systems', 'analysis']	Los Angeles, CA	no	no	Data and Analytics Development Lead		['analytics', 'data', 'development', 'lead']	yes
246	THORLABS	86804	0	[]	Austin, TX	no	no	Software-GUI Engineer		['engineer', 'software']	yes
247	University_of_Idaho	88273	0	[]	Moscow, ID	no	no	Enterprise Developer		['development', 'enterprise']	yes
248	StellaService	86292	5	['python', 'ruby on rails', 'sql', 'javascript', 'angularjs']	New York, NY	no	no	Software Engineer		['engineer', 'software']	yes
249	California_State_University	87401	5	['udp', 'http', 'rest', 'soap', 'smb']	Los Angeles, CA	no	no	Senior Network Security Analyst	Job ID 4503	['analyst', 'network', 'security', 'senior']	yes
250	California_State_University	87400	3	['enterprise', 'application', 'development']	Los Angeles, CA	no	no	Director, Enterprise Application Development	JOB ID 4541	['development', 'director', 'enterprise']	yes
251	California_State_University	87399	3	['identity', 'management', 'middleware']	Los Angeles, CA	no	no	Director	Identity Management and Middleware	['director']	yes
252	THORLABS	86796	0	[]	Ann Arbor, MI	no	no	Embedded Software Programmer		['embedded', 'programmer', 'software']	yes
253	HawkSoft	83944	4	['visual c++', 'visual studio 2013', 'mfc', 'c#']	Canby, OR	no	no	Experienced Software Developer		['development', 'software']	yes
254	Percona	87974	6	['mysql', 'linux', 'database administration', 'innodb', 'percona', 'sysadmin']	Ciudad de Manila, Filipinas	no	yes	APAC MySQL DBA Support Engineers	Remote job	['dba', 'engineer', 'mysql']	yes
255	Percona	87976	6	['mysql', 'database administration', 'linux', 'mongodb', 'percona', 'sysadmin']	Durham, NC, Estados Unidos	no	yes	MySQL Support Engineer	US based	['engineer', 'mysql']	yes
256	Comtek_Network_Systems	88233	4	['layer 23 ethernet', 'assembley code', 'embedded software platforms', 'embedded linux c languages']	Deeside, UK	no	no	Senior Embedded Software Development Engineer		['development', 'embedded', 'engineer', 'senior', 'software']	yes
257	Capital_One	86308	5	['node.js', 'ruby', 'java', 'python', 'xml']	San Francisco, CA	no	no	Sr. Java API Engineer		['api', 'engineer', 'java', 'senior']	yes
258	Capital_One	83664	5	['java', 'j2ee', 'restful', 'ios', 'android']	San Francisco, CA	no	no	Lead Java API Engineer		['api', 'engineer', 'java', 'lead']	yes
259	Capital_One	83786	5	['angularjs', 'java', 'mysql', 'mongodb', 'html5']	San Francisco, CA	no	no	Senior Software Engineer Angular		['engineer', 'senior', 'software']	yes
260	Capital_One	83779	5	['ios', 'html', 'css', 'javascript', 'json']	New York, NY	no	no	Senior Manager Mobile Software Engineer		['engineer', 'manager', 'senior', 'software']	yes
261	Capital_One	83666	4	['unix', 'linux', 'build', 'anthill']	Seattle, WA	no	no	Build \ Automation Engineer		['engineer']	yes
262	Capital_One	83672	5	['.net', 'c#', 'html', 'jquery', 'javascript']	Seattle, WA	no	no	Senior .Net Software Developer		['development', 'senior', 'software']	yes
263	Capital_One	83669	4	['android', 'android 4.0', 'junit', 'java']	San Francisco, CA	no	no	Senior Manager Software Engineering Android		['android', 'engineer', 'manager', 'senior', 'software']	yes
264	Capital_One	83663	3	['rest', 'java', 'java ee']	San Francisco, CA	no	no	Security Services Sr. Java\J2EE App Developer API Security	REST J2EE SOA OAUTH	['api', 'application', 'development', 'security', 'senior', 'web_services']	yes
265	Seclore_Technology_Pvt	83331	5	['java', 'j2ee', 'struts', 'jquery', 'spring']	Mumbai, India	yes	no	Software Engineer / Sr.Software Engineer Java		['engineer', 'java', 'software']	yes
266	Blab_Predictive_Social_Intelligence	87817	5	['python', 'amazon web services', 'mongodb', 'linux', 'hadoop']	Seattle, WA	no	no	Senior Software Engineer		['engineer', 'senior', 'software']	yes
267	Guesttek_Interactive_Entertainment	84163	6	['mysql', 'sql', 'java', 'java ee', 'data warehouse', 'sysadmin']	Calgary, AB, Canada	no	no	Database Administrator Lead	DBA Lead	['administrator', 'database', 'lead']	yes
268	Guesttek_Interactive_Entertainment	84164	6	['mysql', 'sql', 'java', 'java ee', 'data warehouse', 'sysadmin']	Calgary, AB, Canada	no	no	Database Architect		['architect', 'database']	yes
269	Jelly_Button_Games	87292	4	['c#', 'cloud', 'server', 'nosql']	Tel Aviv, Israel	no	no	Senior .Net Developer		['development', 'senior']	yes
270	The_Learning_House	86066	5	['php', 'python', 'mysql', 'css', 'javascript']	Louisville, KY	yes	no	Programmer		['programmer']	yes
